,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,w,h,e,n, ,t,y,o,u,g,p,l,r,d,b,a,m,",",i,s,c,.,f,v,-,k,z,x,j,"""",!,?,',q,;,é,1,9,6,—,‘,8,:,0,(,),7,5,3,4,2,–,[,],%,°,/,ü,+,í,ñ,~,ö,ç,¼,½,á,µ,*,=,×,ß,$,õ,æ,·,±,<,…,œ,è,&,_,÷,£,à,ê,­,î,´,ë,ä,ú,’,“,”,wiki,article,book,details,kid,edu,simple,story,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter
373,1045,180,14,4.81,1,2,0,0,0,1,1,0,0,0,0,0,6,0,0,2,0,0,0,14,0,29,0,9,4,0,1,0,0,3,2,2,0,0,2,0,4,0,1,0,3,8,0,27,0,0,3,4,0,0,1,0,0,9,0,0,0,0,0,2,0,0,4,0,0,0,1,8,0,1,6,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,3,0,4,1,0,6,3,12,0,0,0,3,0,0,0,8,0,1,0,0,0,0,11,43,99,61,179,114,3,77,19,20,12,16,45,9,15,52,17,3,77,63,48,13,25,9,0,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,33,33,27,25,21,12,17,5,6,0,0
374,908,160,17,4.68,0,0,1,1,0,3,1,0,0,0,0,0,4,0,1,0,2,2,1,1,1,21,0,10,5,0,1,0,0,1,2,0,0,2,1,0,1,0,0,0,5,5,0,3,1,0,4,6,0,1,2,0,0,1,1,0,0,2,0,1,0,4,6,0,0,0,8,7,0,2,4,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,2,4,2,17,9,3,0,0,3,0,0,1,4,3,1,0,0,0,1,11,36,89,44,159,59,17,52,18,26,16,40,43,30,10,64,15,9,44,53,17,16,21,14,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,22,26,45,30,8,8,3,5,6,1,2
375,1217,169,7,6.21,0,0,4,0,0,1,1,1,0,0,1,0,7,0,0,0,5,0,0,5,1,21,0,10,15,0,0,4,0,6,0,4,0,1,1,3,4,0,0,0,14,9,0,14,0,2,8,8,0,0,0,2,0,3,0,0,0,1,0,3,2,1,8,0,3,0,1,2,0,0,13,1,1,8,0,0,3,0,6,0,0,0,0,0,1,1,1,2,0,1,2,2,12,18,0,0,0,1,2,0,0,5,5,0,0,1,0,0,7,37,127,65,168,85,12,87,35,24,22,51,75,40,5,60,55,18,75,53,32,6,25,21,8,1,2,2,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23,25,30,14,17,20,13,7,12,2,12
376,931,154,13,5.05,0,0,4,0,0,2,0,0,0,0,0,0,12,0,0,0,4,0,0,2,2,20,0,2,4,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,2,18,0,4,0,0,2,12,0,2,0,0,0,8,0,0,0,3,0,1,2,4,11,0,0,0,1,8,0,3,12,1,4,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,2,12,8,2,0,0,1,0,1,0,4,2,1,1,1,0,0,10,31,81,49,153,45,12,55,35,26,20,43,46,26,8,62,23,9,56,63,21,12,26,4,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,16,24,24,24,28,11,7,9,1,2,1
377,1199,212,23,4.66,0,0,4,1,0,4,3,0,0,0,0,0,4,2,0,0,2,1,0,6,0,36,0,5,8,0,0,0,0,3,2,0,0,0,2,1,1,0,1,3,13,18,0,4,0,0,4,3,0,3,1,1,0,3,0,0,0,2,0,5,5,2,8,0,0,0,4,6,0,4,5,1,0,3,0,0,0,0,13,0,0,0,0,0,1,2,1,0,2,0,1,4,19,18,2,0,0,3,0,0,1,10,6,2,2,0,1,2,21,56,128,64,211,87,19,67,20,24,14,37,58,44,15,68,17,7,63,69,30,22,25,9,1,13,0,0,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,17,45,43,33,17,16,12,6,7,1,0
378,1115,181,10,5.17,0,0,3,0,0,2,5,0,0,1,0,1,6,3,1,1,14,1,0,15,0,23,0,9,12,0,1,0,0,0,4,4,0,1,2,0,1,0,0,2,9,11,0,7,0,0,3,5,0,2,0,0,1,2,0,0,0,2,0,4,0,0,5,0,0,0,2,12,0,3,10,1,4,6,0,0,1,0,4,0,0,0,0,0,0,1,1,1,1,1,0,2,25,13,0,0,0,4,2,0,0,13,1,0,5,0,1,5,13,38,102,52,180,92,25,68,41,12,22,42,50,23,12,62,35,9,66,88,35,9,20,9,0,3,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,32,22,35,24,18,15,9,17,3,1,3
379,1015,166,9,5.12,1,2,2,0,0,0,3,0,0,0,0,0,4,0,1,0,12,0,0,14,2,31,0,4,14,0,2,0,0,1,3,0,0,0,3,2,0,0,0,2,8,9,0,7,0,0,3,4,0,0,0,3,0,2,0,0,0,0,0,9,0,3,11,0,0,0,2,13,0,1,10,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,1,1,0,2,17,3,3,0,0,3,0,0,1,1,5,0,3,0,0,0,13,55,93,60,165,92,17,49,18,15,18,21,40,20,9,68,17,13,74,76,34,8,23,9,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,26,28,41,11,4,14,18,11,1,3,5
380,1000,166,10,5.03,2,1,5,0,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,18,1,16,0,7,13,0,0,0,0,1,0,0,0,1,0,0,4,0,1,2,7,5,3,6,0,1,2,11,1,0,0,0,0,6,0,2,0,1,0,4,4,2,16,0,0,0,0,9,0,2,5,1,0,1,0,0,1,0,6,0,0,1,0,0,3,0,0,0,2,1,0,0,22,11,2,0,0,3,0,0,0,4,4,0,3,3,0,1,12,29,72,40,165,71,22,44,13,30,5,52,52,24,11,94,21,15,62,63,16,9,14,11,3,9,3,10,3,2,0,0,2,0,0,0,5,0,1,0,0,1,0,4,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,25,26,28,26,15,16,12,5,3,2,2
381,1149,186,12,5.18,0,0,8,0,0,5,2,0,0,1,0,3,9,1,2,0,5,0,0,6,0,18,0,3,5,0,1,0,0,14,2,1,0,2,0,1,1,0,0,1,2,6,0,8,0,0,5,8,0,6,0,0,0,5,2,1,0,6,0,1,1,2,6,0,0,0,1,13,0,1,9,0,0,4,0,1,0,0,3,0,0,0,0,0,1,0,2,3,3,0,0,2,13,14,1,0,0,1,1,2,0,3,4,0,0,1,0,2,4,33,126,74,185,72,13,73,26,27,16,50,51,21,8,65,19,12,76,76,34,11,36,12,0,2,0,0,1,6,0,0,1,3,0,0,1,0,1,0,0,0,0,1,4,4,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,39,27,25,19,17,10,12,18,5,4,3
382,985,166,8,4.94,1,0,3,0,0,1,0,0,0,0,0,1,8,1,5,0,3,0,0,17,0,39,0,5,13,0,0,0,0,2,1,0,0,2,0,1,2,0,0,0,11,4,0,5,0,0,6,2,0,0,0,3,0,10,0,1,0,3,0,1,8,0,16,0,0,0,2,10,0,1,5,1,0,0,0,0,2,0,14,0,0,0,0,0,0,0,1,0,1,2,0,2,15,12,0,0,0,4,2,0,0,4,2,1,3,1,0,0,7,50,113,49,165,97,15,52,16,11,17,29,47,28,6,73,18,14,46,67,33,7,6,8,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,25,38,27,19,15,15,7,7,3,3,4
383,1129,167,8,5.77,3,0,5,0,0,0,1,0,0,1,0,1,4,4,1,0,4,0,0,13,0,25,0,3,11,0,0,0,0,12,1,4,0,2,1,0,1,0,0,0,2,9,0,10,0,0,5,1,0,0,0,0,0,4,1,0,1,0,0,3,5,0,11,0,3,0,0,9,0,0,10,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,2,1,1,1,0,3,15,9,0,0,0,3,9,0,0,2,1,1,1,0,0,1,4,41,110,64,166,86,15,83,20,29,21,46,60,37,9,80,20,18,73,63,38,7,15,12,0,4,1,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,25,32,16,20,2,15,14,19,6,9,5
384,1251,194,13,5.45,1,1,11,2,0,5,2,0,0,0,2,0,10,5,1,0,3,0,0,8,1,23,0,12,8,0,1,0,1,8,1,1,0,1,0,1,1,0,0,2,11,12,0,7,0,3,2,6,0,1,0,1,0,2,0,0,0,1,0,2,0,3,9,0,0,0,3,7,0,5,8,1,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,3,2,14,21,1,0,0,0,1,1,0,6,2,0,1,0,0,2,13,31,125,80,193,78,14,68,21,22,18,60,76,46,16,90,26,18,76,80,26,12,24,22,1,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,30,35,30,17,16,19,20,16,6,2,3
385,1012,160,7,5.33,0,0,3,0,0,7,2,0,0,0,0,0,5,3,0,0,11,0,0,2,0,24,0,3,3,0,1,0,0,0,4,1,0,3,0,0,1,0,0,2,12,4,0,12,0,0,1,8,7,2,0,1,0,6,0,0,0,3,0,3,0,0,3,0,1,0,1,8,0,2,8,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,4,0,3,12,8,0,0,0,1,0,0,1,2,0,1,0,0,2,0,8,35,111,59,159,71,12,51,18,20,16,50,49,33,13,67,19,4,65,64,45,6,14,7,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,28,17,22,16,17,16,4,8,1,2
386,1132,184,10,5.16,3,0,3,2,0,0,1,0,0,1,0,2,4,2,1,0,2,0,0,12,0,27,0,9,23,0,1,0,0,4,2,1,1,0,4,4,0,0,2,0,9,3,0,10,0,1,4,10,0,0,0,0,0,3,0,1,0,1,0,1,2,0,10,0,0,0,0,11,0,1,13,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,3,13,12,0,0,0,2,3,0,1,3,4,1,5,0,0,0,15,40,116,50,183,101,13,64,16,11,12,40,55,27,21,91,24,9,69,62,34,9,12,11,3,11,1,2,0,2,0,1,0,2,0,0,2,2,1,1,0,2,0,3,3,3,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,29,31,27,29,21,9,8,11,3,4,6
387,814,140,8,4.82,3,0,7,0,0,1,0,0,2,0,0,0,17,1,0,0,1,0,0,3,0,19,0,5,4,0,3,0,0,3,2,3,0,0,2,0,1,0,0,1,5,4,0,3,0,1,1,7,0,1,0,0,0,2,0,1,0,1,0,1,0,3,6,0,2,0,4,9,0,3,10,0,0,3,0,0,0,0,8,0,0,0,0,0,1,0,0,0,4,3,0,1,14,8,2,0,0,2,0,1,1,4,3,0,0,1,0,0,10,33,86,41,139,44,14,32,19,7,5,40,41,31,17,68,12,9,47,56,27,7,9,6,0,6,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,28,23,12,15,7,3,3,1,0
388,962,161,7,4.98,2,2,3,1,0,5,2,0,0,0,0,1,5,0,7,0,1,0,0,9,2,14,0,2,5,0,1,0,0,1,1,3,0,0,2,0,4,0,1,0,3,6,0,9,0,0,2,0,0,0,0,0,0,11,0,0,0,1,0,0,2,4,5,0,1,2,1,9,0,4,6,3,0,4,0,0,0,0,9,0,0,0,0,0,4,0,0,2,1,3,0,2,13,14,2,0,0,7,0,2,5,4,4,0,2,1,0,0,13,27,86,71,160,58,13,51,24,18,3,26,48,31,11,74,20,13,66,59,37,6,20,5,1,4,1,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,26,32,28,17,17,12,12,10,2,1,2
389,832,142,11,4.87,3,0,2,1,0,3,2,0,0,0,0,0,1,0,0,8,2,0,0,8,0,9,0,9,7,0,3,0,0,0,4,0,0,1,3,0,1,0,0,0,3,8,0,11,0,0,2,1,1,0,0,0,0,6,0,1,0,2,0,7,1,4,7,0,0,0,3,6,0,8,9,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,12,12,0,0,0,1,0,0,0,3,3,2,3,0,0,2,16,32,65,48,141,54,12,49,7,22,18,19,45,17,9,69,16,19,59,54,20,10,7,14,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,25,28,26,18,10,8,7,7,2,7,0
390,1066,181,16,4.9,0,0,6,0,1,2,2,0,0,1,1,0,13,2,2,0,4,0,0,5,0,20,0,3,12,0,4,0,0,2,4,5,0,2,0,0,4,0,0,2,4,4,0,2,0,1,2,4,0,1,0,0,1,2,0,0,0,6,0,2,5,0,21,0,5,0,1,13,0,4,3,0,2,6,0,1,0,0,14,0,0,0,0,0,4,0,1,1,4,3,2,1,15,24,0,0,0,2,2,0,1,1,1,1,3,3,0,0,22,39,128,37,180,67,15,44,21,15,20,38,66,26,17,82,24,6,53,73,27,15,13,4,0,3,1,5,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,6,2,2,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,29,24,42,24,23,18,4,3,3,3,4
391,1218,182,14,5.7,0,0,2,0,0,1,1,0,0,0,0,0,2,1,0,1,3,0,0,1,0,26,0,1,14,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,3,7,0,21,0,0,2,2,0,3,0,0,0,3,0,0,0,3,1,1,0,1,6,0,1,0,0,8,0,2,13,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,4,1,5,14,23,0,0,0,8,4,0,2,10,0,1,4,0,0,0,12,35,112,84,181,102,14,100,20,27,15,57,62,31,23,95,22,11,86,50,30,13,14,1,0,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,28,33,21,29,18,9,14,11,4,1,14
392,851,147,15,4.8,0,0,3,0,0,1,1,0,0,0,0,0,9,0,0,0,4,0,0,1,0,13,0,7,3,0,1,0,0,3,1,1,0,1,0,0,3,0,0,0,6,3,0,3,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,1,0,1,6,0,1,0,2,14,0,1,7,0,0,3,0,0,1,0,4,0,0,0,0,0,2,0,3,0,0,0,0,2,15,7,1,0,0,0,2,0,0,3,2,0,0,0,0,1,4,34,72,41,146,45,15,57,19,24,15,44,30,23,13,60,21,4,57,56,29,14,6,10,0,2,0,1,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,34,11,19,16,24,14,9,5,0,1,4
393,907,141,9,5.44,1,2,4,1,0,0,2,4,0,0,0,1,7,4,1,0,4,0,0,3,0,15,0,3,9,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,9,5,0,14,0,2,3,1,0,1,0,0,0,2,0,0,0,2,0,2,1,1,7,0,1,0,1,11,1,0,4,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,14,11,0,0,0,2,1,0,1,2,1,1,2,1,0,0,8,25,81,66,140,64,14,45,22,18,17,30,48,29,9,70,19,12,60,56,31,8,10,4,0,3,0,2,1,4,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,21,26,15,12,18,11,16,7,6,1,4
394,1012,153,6,5.62,0,1,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,9,2,17,0,5,11,0,0,0,0,3,0,4,0,0,2,1,0,0,0,0,8,11,0,8,0,1,6,2,0,1,0,0,0,3,1,0,0,2,0,1,1,1,5,0,0,0,0,5,0,1,5,2,0,6,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,4,0,1,14,18,1,0,0,0,1,2,0,7,2,0,1,0,0,2,12,27,112,77,152,63,14,58,19,26,19,34,65,28,7,78,20,6,67,51,25,5,23,13,0,4,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,26,23,16,16,4,9,18,17,11,4,3
395,1135,191,18,4.95,3,0,0,0,0,1,9,0,0,0,1,0,10,0,1,0,9,0,0,13,0,32,0,5,10,0,2,0,0,0,3,2,0,0,1,0,0,0,1,0,16,1,0,2,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,3,0,2,7,1,0,0,2,6,0,0,6,2,0,1,0,0,0,0,9,0,0,1,0,0,0,0,4,2,0,1,1,3,10,12,2,0,1,3,5,0,0,2,2,0,2,0,0,0,20,44,135,54,190,100,10,68,16,10,25,26,62,34,13,65,21,8,42,78,23,17,15,6,1,8,1,2,3,0,0,0,0,0,0,0,6,11,0,0,0,0,0,1,1,1,0,1,4,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,22,40,35,26,21,16,11,8,8,0,0
396,790,135,13,4.86,1,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,6,0,0,6,1,17,0,2,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,0,0,8,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,6,0,2,4,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0,0,0,0,3,2,0,6,0,0,0,0,0,1,7,20,47,47,134,52,2,55,19,9,20,19,27,12,6,57,19,10,52,35,14,12,19,2,2,1,0,0,0,0,0,0,0,0,0,0,17,15,1,0,0,4,0,14,1,1,2,7,7,5,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,40,22,25,7,7,12,6,6,7,3,0
397,942,173,16,4.45,4,0,3,0,0,2,0,0,0,0,0,0,4,0,1,0,1,1,0,9,0,25,0,4,5,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,4,7,0,1,0,2,8,12,1,0,0,0,0,2,0,0,0,3,0,2,1,0,4,0,1,0,1,5,0,2,4,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,6,0,7,8,11,0,0,0,3,1,6,2,3,5,0,0,0,0,0,22,42,91,48,172,76,8,39,19,11,8,42,43,19,16,57,23,7,50,44,26,15,17,4,0,6,0,0,0,0,0,0,0,1,0,0,7,2,2,0,0,0,0,7,3,3,3,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,33,34,41,27,14,16,5,3,1,0,0
398,1059,170,13,5.24,1,1,3,0,0,4,1,0,0,0,0,0,20,0,0,1,5,0,0,2,0,32,0,3,3,0,4,0,0,5,5,4,0,2,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,6,0,0,0,5,0,0,0,3,0,13,7,2,19,0,2,0,1,11,0,0,9,0,3,5,0,3,0,0,9,0,0,0,0,0,0,0,0,1,3,16,0,2,5,12,0,0,0,0,0,0,0,17,3,0,1,0,0,0,13,60,161,44,169,67,5,48,32,28,10,19,72,19,14,70,23,8,43,64,25,12,21,4,2,3,0,2,0,0,0,0,4,0,1,0,4,1,0,0,0,1,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,28,27,19,24,25,21,3,3,15,2,0
399,1064,187,7,4.7,1,0,2,0,0,2,2,0,0,0,0,1,2,0,3,0,5,0,0,6,0,20,0,6,10,0,0,0,0,3,5,3,0,3,1,0,1,0,0,1,3,2,0,9,0,1,6,4,0,0,0,0,0,5,0,0,0,1,0,3,0,1,10,0,2,0,0,12,0,0,18,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,2,0,4,1,0,0,14,12,1,0,0,2,1,1,0,1,5,2,0,0,0,0,9,45,86,55,186,84,14,69,15,13,21,32,63,20,14,84,19,15,81,62,34,6,21,11,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,44,30,31,17,8,12,12,7,6,4,5
400,995,176,11,4.66,1,0,1,0,0,1,2,0,0,0,1,0,6,1,1,0,1,0,0,4,1,17,0,5,6,0,1,0,0,7,3,1,0,0,0,0,2,0,0,0,3,7,0,6,0,0,1,6,0,1,0,1,0,4,0,0,0,2,0,0,0,2,4,0,1,0,0,10,0,2,14,0,1,4,0,0,1,0,4,0,0,0,0,0,1,0,3,1,1,3,0,3,14,5,0,0,0,0,0,2,0,6,0,0,0,0,0,2,8,31,76,61,175,69,14,62,27,21,13,33,44,32,14,75,23,11,68,50,32,10,19,14,0,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,39,27,30,14,15,16,11,3,5,2,4
401,1082,187,11,4.79,0,0,7,3,1,0,0,0,0,0,0,1,5,1,4,0,2,0,0,4,0,16,0,10,23,0,0,0,0,4,4,0,0,0,0,1,1,0,1,2,9,4,0,4,0,0,5,7,1,1,0,0,0,5,0,0,0,4,0,5,1,1,14,0,3,0,0,16,0,2,8,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,25,20,1,0,0,0,0,1,0,3,2,0,1,1,0,0,10,37,109,47,186,78,25,43,15,26,11,24,57,44,23,98,16,13,62,62,34,10,11,11,0,5,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,6,4,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,29,26,42,21,11,13,17,11,3,1,1
