,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter,wps,dialogue,target
11,873.0,159.0,10.0,5.43,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,13.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,8.0,7.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,15.0,0.0,2.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,35.0,42.0,20.0,22.0,10.0,9.0,6.0,8.0,1.0,2.0,2.0,17.666666666666668,0.0,-2.14524836
12,1084.0,189.0,8.0,5.7,1.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,29.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,15.0,8.0,1.0,2.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,6.0,6.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,11.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,13.0,20.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,6.0,26.0,44.0,33.0,24.0,16.0,18.0,12.0,7.0,3.0,2.0,0.0,27.0,0.0,-1.40031802
13,1081.0,199.0,16.0,5.36,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,32.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,15.0,8.0,0.0,5.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,5.0,3.0,0.0,12.0,1.0,2.0,0.0,1.0,8.0,0.0,3.0,7.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,1.0,3.0,2.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,37.0,46.0,37.0,21.0,15.0,12.0,8.0,9.0,0.0,5.0,1.0,13.266666666666667,0.0,-0.49529864
14,967.0,181.0,13.0,5.28,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,22.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,6.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,6.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,2.0,0.0,4.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,47.0,44.0,27.0,15.0,14.0,3.0,3.0,1.0,0.0,0.0,15.083333333333334,0.0,0.24580571
15,902.0,172.0,7.0,5.21,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,22.0,0.0,9.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,3.0,19.0,0.0,1.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,4.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,6.0,15.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,34.0,40.0,37.0,18.0,15.0,12.0,6.0,2.0,3.0,0.0,1.0,28.666666666666668,1.0,-0.18818586
16,936.0,179.0,13.0,5.16,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,23.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,1.0,10.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,12.0,18.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,26.0,63.0,36.0,19.0,11.0,3.0,15.0,3.0,2.0,0.0,0.0,14.916666666666666,0.0,-1.28603909
17,914.0,177.0,3.0,5.15,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,34.0,0.0,7.0,6.0,0.0,1.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,3.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,22.0,52.0,42.0,20.0,16.0,11.0,5.0,3.0,1.0,0.0,0.0,88.5,0.0,-0.61773326
18,976.0,181.0,7.0,5.36,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,28.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,5.0,6.0,2.0,2.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,19.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,5.0,4.0,0.0,0.0,7.0,32.0,48.0,30.0,21.0,18.0,9.0,6.0,7.0,3.0,1.0,1.0,25.857142857142858,0.0,-1.12624778
19,957.0,177.0,9.0,5.36,1.0,0.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,6.0,10.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,10.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,4.0,10.0,23.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,1.0,4.0,0.0,0.0,1.0,8.0,25.0,58.0,34.0,20.0,22.0,5.0,6.0,3.0,1.0,1.0,2.0,22.125,0.0,-1.00999906
20,790.0,155.0,7.0,5.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,11.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,29.0,53.0,32.0,16.0,12.0,9.0,1.0,3.0,1.0,0.0,0.0,25.833333333333332,0.0,0.28117836
21,954.0,182.0,4.0,5.23,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,32.0,0.0,10.0,3.0,1.0,1.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,7.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,33.0,57.0,29.0,17.0,24.0,4.0,13.0,2.0,0.0,1.0,1.0,60.666666666666664,0.0,0.27820314
22,1021.0,197.0,9.0,5.14,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,27.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,5.0,9.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,6.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,9.0,0.0,5.0,8.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,2.0,7.0,14.0,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,25.0,62.0,45.0,32.0,10.0,9.0,7.0,4.0,1.0,0.0,0.0,24.625,0.0,-1.56622007
23,956.0,162.0,7.0,5.86,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,27.0,0.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,10.0,3.0,0.0,6.0,0.0,1.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,5.0,0.0,3.0,0.0,2.0,9.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,11.0,15.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,34.0,27.0,20.0,14.0,18.0,5.0,9.0,5.0,3.0,0.0,27.0,0.0,-2.38648484
24,993.0,171.0,7.0,5.77,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,2.0,32.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0,1.0,3.0,3.0,9.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,5.0,7.0,0.0,1.0,1.0,2.0,6.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,1.0,4.0,17.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,1.0,0.0,0.0,8.0,19.0,45.0,28.0,25.0,13.0,12.0,7.0,8.0,7.0,1.0,1.0,28.5,0.0,-1.483887
